Name,Season,Transfer_fee
Juanfran,2010,4250000
Juan Iturbe,2010,4250000
Jonathan Biabiany,2010,4200000
Jajá,2010,4200000
Nadir Belhadj,2010,4200000
Éder,2010,4200000
Winston Reid,2010,4200000
Federico Rodríguez,2010,4200000
Rod Fanni,2010,4000000
Mario Bolatti,2010,4000000
Onyekachi Apam,2010,4000000
Dmitri Kombarov,2010,4000000
Nicolás Otamendi,2010,4000000
Igor de Camargo,2010,4000000
Kirill Kombarov,2010,4000000
Maicosuel,2010,4000000
Curtis Davies,2010,4000000
Mémé Tchité,2010,4000000
Paul Konchesky,2010,4000000
Ronnie Stam,2010,4000000
Cléo,2010,4000000
Mauro Formica,2010,4000000
Alessio Cerci,2010,4000000
Ivan Strinic,2010,4000000
Wilfried Bony,2010,4000000
Juraj Kucka,2010,4000000
Sebastian Rudy,2010,4000000
Dídac Vilà,2010,4000000
Wellington Silva,2010,4000000
Marco Fossati,2010,4000000
Alípio,2010,4000000
Roberto Firmino,2010,4000000
Cristian Molinaro,2010,3900000
Damián Álvarez,2010,3900000
Marcelo,2010,3800000
Marek Suchy,2010,3800000
Lorenzo Ariaudo,2010,3800000
Matteo Ardemagni,2010,3800000
Yekta Kurtulus,2010,3750000
Mauro Boselli,2010,3700000
Steven Pienaar,2010,3600000
Stephen Hunt,2010,3600000
Cleiton Xavier,2010,3600000
Facundo Bertoglio,2010,3600000
Sebastián Fernández,2010,3600000
Marc Wilson,2010,3600000
Wagner,2010,3600000
Martyn Waghorn,2010,3600000
Danilinho,2010,3500000
Jelle Van Damme,2010,3500000
Jeremain Lens,2010,3500000
Bakari Koné,2010,3500000
Nelson Valdez,2010,3500000
Emir Bajrami,2010,3500000
Georg Niedermeier,2010,3500000
Arouca,2010,3500000
Anthony Modeste,2010,3500000
Ismael Sosa,2010,3500000
Neto,2010,3500000
Alan,2010,3500000
José Salomón Rondón,2010,3500000
Edinho,2010,3400000
Marco Torsiglieri,2010,3400000
Gastón Ramírez,2010,3360000
Jaime Valdés,2010,3300000
Jonathan Walters,2010,3300000
Jelle Van Damme,2010,3250000
Giovanni Moreno,2010,3200000
Luis Jiménez,2010,3180000
Maksym Koval,2010,3100000
Giuseppe Sculli,2010,3000000
Ronaldinho,2010,3000000
Ibrahim Afellay,2010,3000000
Peter Odemwingie,2010,3000000
Javier Pastore,2011,42000000
Sergio Agüero,2011,40000000
Falcao,2011,40000000
Cesc Fàbregas,2011,34000000
Manuel Neuer,2011,30000000
Fábio Coentrão,2011,30000000
Samir Nasri,2011,27500000
Samuel Eto'o,2011,27000000
Juan Mata,2011,26700000
Alexis Sánchez,2011,26000000
David de Gea,2011,25000000
Zlatan Ibrahimovic,2011,24000000
Santi Cazorla,2011,23000000
Stewart Downing,2011,22800000
Phil Jones,2011,19300000
Balázs Dzsudzsák,2011,19000000
Ashley Young,2011,18000000
Gökhan Inler,2011,18000000
Jordan Henderson,2011,18000000
Érik Lamela,2011,17000000
Daniel Osvaldo,2011,16000000
Alessandro Matri,2011,15500000
Stephan El Shaarawy,2011,15500000
Mirko Vucinic,2011,15000000
Romelu Lukaku,2011,15000000
Domenico Criscito,2011,15000000
Yuri Zhirkov,2011,15000000
Balázs Dzsudzsák,2011,14000000
Christopher Samba,2011,14000000
Alex Oxlade-Chamberlain,2011,13800000
Raúl Meireles,2011,13500000
Jérôme Boateng,2011,13500000
Pizzi,2011,13500000
Eduardo Vargas,2011,13500000
Arda Turan,2011,13000000
Danilo,2011,13000000
Roman Eremenko,2011,12900000
Arturo Vidal,2011,12500000
Edinson Cavani,2011,12000000
Gervinho,2011,12000000
Mikel Arteta,2011,12000000
Bojan Krkic,2011,12000000
Papiss Demba Cissé,2011,12000000
Bryan Ruíz,2011,12000000
Stefan Savic,2011,12000000
Thiago Motta,2011,11500000
Per Mertesacker,2011,11300000
Peter Crouch,2011,11300000
Jérémy Toulalan,2011,11000000
Kévin Gameiro,2011,11000000
Miralem Pjanic,2011,11000000
Charles N'Zogbia,2011,10800000
Fabio Quagliarella,2011,10500000
Ricardo Álvarez,2011,10500000
Nuri Sahin,2011,10000000
Marco Borriello,2011,10000000
Moussa Sow,2011,10000000
Vágner Love,2011,10000000
Emmanuel Emenike,2011,10000000
Bernd Leno,2011,10000000
Raphaël Varane,2011,10000000
Stephan Lichtsteiner,2011,9930000
Alex Sandro,2011,9600000
Wilson Palacios,2011,9000000
Eljero Elia,2011,9000000
Christian Träsch,2011,9000000
Axel Witsel,2011,9000000
Cristián Zapata,2011,9000000
Dimitri Payet,2011,9000000
Sébastien Frey,2011,9000000
Roman Pavlyuchenko,2011,9000000
Emmanuel Emenike,2011,9000000
Brown Ideye,2011,9000000
Blerim Dzemaili,2011,9000000
Connor Wickham,2011,9000000
Miguel Britos,2011,9000000
Thibaut Courtois,2011,8950000
Elias,2011,8850000
Roberto,2011,8600000
André Schürrle,2011,8500000
Emiliano Viviano,2011,8500000
Ricardo Rodríguez,2011,8500000
Dries Mertens,2011,8500000
Gary Cahill,2011,8400000
Charlie Adam,2011,8400000
Darío Conca,2011,8200000
Alberto Gilardino,2011,8000000
Jérémy Ménez,2011,8000000
Kevin De Bruyne,2011,8000000
Christian Noboa,2011,8000000
Víctor Ruiz,2011,8000000
Blaise Matuidi,2011,8000000
José Enrique,2011,8000000
Sílvio,2011,8000000
Mohamed Sissoko,2011,8000000
Christian Benítez,2011,8000000
Roger Johnson,2011,8000000
Jonathan de Guzmán,2011,8000000
Nolan Roux,2011,8000000
Matías Silvestre,2011,8000000
Sebastián Coates,2011,8000000
Gaël Clichy,2011,7750000
Fabio Borini,2011,7600000
Kevin-Prince Boateng,2011,7500000
Mamadou Niang,2011,7500000
Simone Pepe,2011,7500000
Pablo Piatti,2011,7500000
Lucas Piazón,2011,7500000
Ander Herrera,2011,7500000
Youssef El Arabi,2011,7500000
Felipe Caicedo,2011,7500000
Dentinho,2011,7500000
Maarten Stekelenburg,2011,7330000
Emanuele Giaccherini,2011,7250000
André Santos,2011,7000000
Kévin Constant,2011,7000000
Tim Matavz,2011,7000000
Thiago Neves,2011,7000000
Diego Tardelli,2011,7000000
Scott Dann,2011,6800000
Fernando Muslera,2011,6750000
Eliaquim Mangala,2011,6750000
Diniyar Bilyaletdinov,2011,6700000
Mevlüt Erdinc,2011,6600000
Nikica Jelavic,2011,6600000
Craig Gardner,2011,6600000
Ju-yeong Park,2011,6500000
Alexander Merkel,2011,6500000
Scott Parker,2011,6200000
Borja Valero,2011,6000000
Adil Rami,2011,6000000
Steven Defour,2011,6000000
Dani Parejo,2011,6000000
Nacho Monreal,2011,6000000
Demy de Zeeuw,2011,6000000
Emmanuel Rivière,2011,6000000
Wesley,2011,6000000
Nikola Kalinic,2011,6000000
Nabil Dirar,2011,6000000
Fernando,2011,6000000
Marcelo Moreno,2011,6000000
Isco,2011,6000000
Djibril Cissé,2011,5800000
Bobby Zamora,2011,5800000
Giovanni Sio,2011,5800000
Mehdi Carcela-González,2011,5700000
Davide Santon,2011,5650000
Ezequiel Garay,2011,5500000
Rafinha,2011,5500000
Ilkay Gündogan,2011,5500000
Bruno César,2011,5500000
Ivan Perisic,2011,5500000
Leroy Fer,2011,5500000
Maxi Moralez,2011,5300000
Édgar Barreto,2011,5300000
Matt Mills,2011,5300000
Adrian Mierzejewski,2011,5250000
Federico Marchetti,2011,5200000
Shane Long,2011,5100000
Ricky van Wolfswinkel,2011,5080000
Alex,2011,5000000
Alou Diarra,2011,5000000
Yohan Cabaye,2011,5000000
Didier Zokora,2011,5000000
Diego Forlán,2011,5000000
Mehmet Ekici,2011,5000000
José Callejón,2011,5000000
Georginio Wijnaldum,2011,5000000
Djibril Cissé,2011,5000000
Ikechukwu Uche,2011,5000000
Ahmed Musa,2011,5000000
Rúben Micael,2011,5000000
Gabriel Torje,2011,5000000
Jonathan,2011,5000000
Éder,2011,5000000
Ibson,2011,5000000
Simone Padoin,2011,5000000
Sergey Davydov,2011,5000000
Nemanja Matic,2011,5000000
Dudu,2011,5000000
Derek Boateng,2011,4880000
Alessandro Diamanti,2011,4860000
Alexander Gerndt,2011,4800000
Serdar Kesimal,2011,4750000
Nedum Onuoha,2011,4700000
Jean Beausejour,2011,4700000
Oriol Romeu,2011,4600000
Yuto Nagatomo,2011,4500000
Shaun Wright-Phillips,2011,4500000
Alan Hutton,2011,4500000
Achille Emaná,2011,4500000
John O'Shea,2011,4500000
Jajá,2011,4500000
Vedad Ibisevic,2011,4500000
Andrea Lazzari,2011,4500000
Manu del Moral,2011,4500000
David N'Gog,2011,4500000
Cameron Jerome,2011,4500000
Kevin Strootman,2011,4500000
Pape Diakhaté,2011,4500000
Jonathan Legear,2011,4500000
Zé Love,2011,4500000
Nacer Barazite,2011,4500000
José Ángel,2011,4500000
Diego Buonanotte,2011,4500000
Franco Vázquez,2011,4500000
Ali Al-Habsi,2011,4300000
Joaquín,2011,4200000
Mirel Radoi,2011,4200000
Emiliano Viviano,2011,4100000
Vieirinha,2011,4000000
Jádson,2011,4000000
Abdoulay Konko,2011,4000000
Julien Féret,2011,4000000
Nelson Valdez,2011,4000000
Ivo Ilicevic,2011,4000000
Sokratis,2011,4000000
Mustafa Pektemek,2011,4000000
Vladimir Gabulov,2011,4000000
Kolbeinn Sigthórsson,2011,4000000
Marlos,2011,4000000
Henri Bienvenu,2011,4000000
Gabriel Silva,2011,4000000
Santiago García,2011,4000000
Alan Patrick,2011,4000000
Marco Rossi,2011,4000000
Salvatore Sirigu,2011,3900000
Danny Graham,2011,3900000
Ryan Bennett,2011,3850000
Umut Bulut,2011,3800000
Christian Fuchs,2011,3800000
Juan Jesus,2011,3800000
Fábio Rochemback,2011,3790000
Robbie Keane,2011,3750000
Shay Given,2011,3750000
Jeffren,2011,3750000
Jamie O'Hara,2011,3750000
Marco Motta,2011,3750000
Paulo Henrique,2011,3750000
Volkan Sen,2011,3600000
Marvin Sordell,2011,3600000
Kléber,2011,3560000
José Antonio Reyes,2011,3500000
Diego Capel,2011,3500000
Maxwell,2011,3500000
Barreto,2011,3500000
Emmanuel Eboué,2011,3500000
Nicolas N'Koulou,2011,3500000
Jonathan Pitroipa,2011,3500000
Thiago Silva,2012,42000000
Hulk,2012,40000000
Lucas Moura,2012,40000000
Javi Martínez,2012,40000000
Axel Witsel,2012,40000000
Eden Hazard,2012,35000000
Willian,2012,35000000
Oscar,2012,32000000
Robin van Persie,2012,30700000
Luka Modric,2012,30000000
Ezequiel Lavezzi,2012,28950000
Zlatan Ibrahimovic,2012,21000000
Javi García,2012,20200000
Mario Balotelli,2012,20000000
Alex Song,2012,19000000
Santi Cazorla,2012,19000000
Mousa Dembélé,2012,19000000
Joe Allen,2012,19000000
Kwadwo Asamoah,2012,18000000
Lacina Traoré,2012,18000000
Marco Reus,2012,17100000
Shinji Kagawa,2012,16000000
Taison,2012,15240000
Gastón Ramírez,2012,15200000
Steven Fletcher,2012,15200000
Matija Nastasic,2012,15200000
Alexandre Pato,2012,15000000
Lukas Podolski,2012,15000000
Daniel Sturridge,2012,15000000
Christopher Samba,2012,15000000
Jack Rodwell,2012,15000000
Samir Handanovic,2012,15000000
Jordi Alba,2012,14000000
Carlos Vela,2012,14000000
Mauricio Isla,2012,13900000
Fabio Borini,2012,13300000
Rafael van der Vaart,2012,13000000
Mario Mandzukic,2012,13000000
Lucas Ocampos,2012,13000000
Philippe Coutinho,2012,13000000
Hugo Lloris,2012,12600000
Adam Johnson,2012,12600000
Jan Vertonghen,2012,12500000
Giampaolo Pazzini,2012,12500000
Yann M'Vila,2012,12000000
Olivier Giroud,2012,12000000
Luuk de Jong,2012,12000000
Marco Verratti,2012,12000000
Ola John,2012,12000000
Paulo Dybala,2012,11900000
Xherdan Shaqiri,2012,11800000
Wilfried Zaha,2012,11750000
Victor Moses,2012,11500000
Sebastian Giovinco,2012,11000000
Fredy Guarín,2012,11000000
Eduardo Salvio,2012,11000000
Manolo Gabbiadini,2012,11000000
Mateo Kovacic,2012,11000000
Loïc Rémy,2012,10500000
Rodrigo Palacio,2012,10500000
Mário Fernandes,2012,10500000
Jordan Rhodes,2012,10100000
Álvaro Pereira,2012,10000000
Raúl Meireles,2012,10000000
Nilmar,2012,10000000
Giuseppe Rossi,2012,10000000
Marvin Martin,2012,10000000
Gylfi Sigurdsson,2012,10000000
Nacho Monreal,2012,10000000
Matt Jarvis,2012,9500000
Ganso,2012,9100000
Raffael,2012,9000000
José Salomón Rondón,2012,9000000
Jackson Martínez,2012,8890000
César Azpilicueta,2012,8800000
Christian Benteke,2012,8800000
Jay Rodríguez,2012,8650000
Nordin Amrabat,2012,8600000
Demba Ba,2012,8500000
Lucas Barrios,2012,8500000
Granit Xhaka,2012,8500000
Vurnon Anita,2012,8500000
Diego Souza,2012,8200000
Marko Marin,2012,8000000
Martín Cáceres,2012,8000000
Mapou Yanga-Mbiwa,2012,8000000
Álvaro Domínguez,2012,8000000
Valon Behrami,2012,8000000
Esteban Granero,2012,8000000
Ivan Perisic,2012,8000000
Aleksandr Samedov,2012,8000000
Kévin Constant,2012,8000000
Marco Ruben,2012,8000000
Davide Faraoni,2012,8000000
Rômulo,2012,8000000
Scott Sinclair,2012,7800000
Kevin Mirallas,2012,7650000
Wesley Sneijder,2012,7500000
Clint Dempsey,2012,7500000
Asamoah Gyan,2012,7500000
Goran Pandev,2012,7500000
Miguel Veloso,2012,7500000
Sergio Canales,2012,7500000
Yura Movsisyan,2012,7500000
Nick Powell,2012,7500000
Borja Valero,2012,7000000
Milos Krasic,2012,7000000
Mattia Destro,2012,7000000
Pablo Hernández,2012,7000000
Bas Dost,2012,7000000
Niko Kranjcar,2012,7000000
Philipp Wollscheid,2012,7000000
Vedran Corluka,2012,7000000
Sung-yong Ki,2012,7000000
Alessio Cerci,2012,6750000
Renato Augusto,2012,6700000
Luís Neto,2012,6500000
Alberto Paloschi,2012,6500000
Emmanuel Adebayor,2012,6400000
Mathieu Debuchy,2012,6200000
Charlie Adam,2012,6200000
Gregory van der Wiel,2012,6000000
Stéphane Mbia,2012,6000000
Rasmus Elm,2012,6000000
Aly Cissokho,2012,6000000
Vágner Love,2012,6000000
Iván Ramis,2012,6000000
Wálter Montillo,2012,6000000
Modibo Maïga,2012,6000000
Luc Castaignos,2012,6000000
Alex,2012,6000000
Joselu,2012,6000000
Danny Graham,2012,5800000
André,2012,5800000
Steven Pienaar,2012,5750000
Elkeson,2012,5700000
Marquinhos,2012,5700000
Julian Schieber,2012,5500000
Eren Derdiyok,2012,5500000
Dusan Tadic,2012,5500000
Eljero Elia,2012,5500000
Ángelo Henríquez,2012,5500000
Ewerton,2012,5400000
