Name,Season,Transfer_fee
Luís Figo,2000,60000000
Hernán Crespo,2000,56810000
Marc Overmars,2000,40000000
Gabriel Batistuta,2000,36150000
Nicolas Anelka,2000,34500000
Rio Ferdinand,2000,26000000
Flávio Conceicao,2000,25000000
Savo Milosevic,2000,25000000
David Trézéguet,2000,23240000
Claudio López,2000,23000000
Jimmy Floyd Hasselbaink,2000,22500000
Gerard López,2000,21600000
Lucas,2000,21300000
Pablo Aimar,2000,21250000
Wálter Samuel,2000,20800000
Shabani Nonda,2000,20000000
Robbie Keane,2000,19500000
José Mari,2000,19000000
Jonathan Zebina,2000,18400000
Émerson,2000,18000000
Tore André Flo,2000,18000000
Sergiy Rebrov,2000,18000000
Angelo Peruzzi,2000,17900000
Diego Tristán,2000,17750000
Sylvain Wiltord,2000,17500000
Fernando Redondo,2000,17500000
Jardel,2000,17050000
Nuno Gomes,2000,17000000
Sérgio Conceição,2000,17000000
Alfonso,2000,16500000
Francisco Farinós,2000,16250000
Kakhaber Kaladze,2000,16000000
Francis Jeffers,2000,15300000
Emmanuel Petit,2000,15000000
Tomás Rosicky,2000,14500000
Catanha,2000,14420000
Juan Pablo Ángel,2000,14400000
Mateja Kezman,2000,14000000
Claude Makélélé,2000,14000000
Aldo Duscher,2000,13000000
Ugo Ehiogu,2000,12200000
Jesper Grönkjaer,2000,11850000
Fabien Barthez,2000,11700000
Edmílson,2000,11000000
Stéphane Dalmat,2000,10750000
Laurén,2000,10700000
Pedro Munitis,2000,10500000
Olivier Dacourt,2000,10500000
Carl Cort,2000,10500000
Stéphane Porato,2000,10500000
Robert Pirès,2000,9800000
Émerson,2000,9600000
Chris Sutton,2000,9500000
Claudio Husaín,2000,9300000
Craig Bellamy,2000,9250000
Mark Viduka,2000,9150000
Pauleta,2000,9100000
Alpay Özalan,2000,9000000
Christian Ziege,2000,9000000
Nick Barmby,2000,9000000
Marc-Vivien Foé,2000,9000000
Lúcio,2000,8750000
Christian Karembeu,2000,8750000
Neil Lennon,2000,8630000
John Carew,2000,8500000
Mario Stanic,2000,8400000
Igor Biscan,2000,8250000
Julio Cruz,2000,8200000
Patrick Müller,2000,8000000
Zlatko Zahovic,2000,8000000
Sabri Lamouchi,2000,7850000
Willy Sagnol,2000,7700000
Johan Micoud,2000,7600000
Martín Palermo,2000,7600000
Ben Thatcher,2000,7540000
Eidur Gudjohnsen,2000,7500000
Bruno Cirillo,2000,7500000
Sunday Oliseh,2000,7500000
Roger,2000,7500000
Dino Baggio,2000,7500000
Diego Placente,2000,7300000
David Sesa,2000,7250000
Bert Konterman,2000,7250000
Dominic Matteo,2000,7130000
Mauro Germán Camoranesi,2000,7000000
Rodrigo Tello,2000,7000000
Luís Fabiano,2000,7000000
Pierre van Hooijdonk,2000,6800000
Hermann Hreidarsson,2000,6750000
Émerson Thome,2000,6700000
Hakan Sükür,2000,6500000
Philippe Delaye,2000,6500000
Alex Nyarko,2000,6300000
Bob Peeters,2000,6300000
César Sánchez,2000,6250000
Carlos Gamarra,2000,6250000
Patrick M'Boma,2000,6100000
Claus Jensen,2000,6000000
Lucas Bernardi,2000,6000000
Alain Goma,2000,6000000
Frédéric Déhu,2000,6000000
Esteban Fuertes,2000,6000000
Milan Rapaic,2000,6000000
Sebastián Cejas,2000,6000000
Zé Elias,2000,5800000
Joos Valgaeren,2000,5700000
Bülent Akin,2000,5500000
Ronald de Boer,2000,5500000
Fernando Ricksen,2000,5400000
Duncan Ferguson,2000,5400000
Giorgi Demetradze,2000,5400000
Christian Bassedas,2000,5300000
José Luis Chilavert,2000,5300000
Roberto Ayala,2000,5000000
Viorel Moldovan,2000,5000000
Vratislav Gresko,2000,5000000
Giorgi Kinkladze,2000,5000000
Serkan Aykut,2000,5000000
Fernandão,2000,5000000
Haim Revivo,2000,5000000
Vicente,2000,4800000
Julio Arca,2000,4700000
Richard Dunne,2000,4500000
Gary Rowett,2000,4500000
Richard Núñez,2000,4500000
David Thompson,2000,4500000
Alessandro Pistone,2000,4500000
Joseph-Désiré Job,2000,4500000
Radostin Kishishev,2000,4500000
Bernard Diomède,2000,4500000
Sixto Peralta,2000,4500000
David Johnson,2000,4500000
Kennet Andersson,2000,4500000
Marquinhos,2000,4500000
Alan Thompson,2000,4400000
Jonatan Johansson,2000,4300000
Rodolfo Arruabarrena,2000,4200000
Rigobert Song,2000,4100000
José Francisco Molina,2000,4100000
Jörg Heinrich,2000,4100000
Adrian Mutu,2000,4000000
Fernando Meira,2000,4000000
Gianni Guigou,2000,4000000
Richard Dutruel,2000,4000000
Pascal Nouma,2000,4000000
Craig Hignett,2000,4000000
Zoran Mirkovic,2000,4000000
Charles Amoah,2000,3930000
Niclas Alexandersson,2000,3800000
Darren Huckerby,2000,3800000
David Hopkin,2000,3750000
Alf-Inge Haland,2000,3750000
Lomana LuaLua,2000,3750000
Steve Watson,2000,3750000
Lee Carsley,2000,3750000
Don Hutchison,2000,3750000
Didier Deschamps,2000,3500000
Santiago Solari,2000,3500000
Thomas Gravesen,2000,3500000
Jeong-hwan Ahn,2000,3500000
Vasilios Tsiartas,2000,3500000
Stephen Hughes,2000,3500000
Marc Wilmots,2000,3500000
Alen Boksic,2000,3450000
Geoff Horsfield,2000,3380000
Louis Saha,2000,3150000
Marcus Bent,2000,3150000
Vratislav Lokvenc,2000,3150000
Aleksey Smertin,2000,3000000
Stjepan Tomas,2000,3000000
Jason Roberts,2000,3000000
Emmanuel Olisadebe,2000,3000000
Danny Higginbotham,2000,3000000
Andrew O'Brien,2000,3000000
Antonio Pacheco,2000,3000000
Noel Whelan,2000,3000000
Changui,2000,3000000
Shaun Bartlett,2000,3000000
Dmitri Alenichev,2000,3000000
Andrejs Stolcers,2000,3000000
Oktay Derelioglu,2000,3000000
Bjørn Otto Bragstad,2000,3000000
Kenny Miller,2000,3000000
Johan Elmander,2000,2900000
Milan Fukal,2000,2900000
Andrejs Rubins,2000,2800000
Marcel Ketelaer,2000,2800000
John Collins,2000,2750000
Didier Martel,2000,2750000
Bernard Mendy,2000,2700000
Danijel Ljuboja,2000,2700000
Tomás Galásek,2000,2700000
Yoshikatsu Kawaguchi,2000,2700000
Gabriel Schürrer,2000,2700000
Henning Berg,2000,2630000
Gary Naysmith,2000,2630000
Petri Pasanen,2000,2600000
Christian Dailly,2000,2600000
Jesper Christiansen,2000,2550000
Nikola Lazetic,2000,2500000
Tim Cornelisse,2000,2500000
Abdelilah Saber,2000,2500000
Callum Davidson,2000,2500000
Fazli Ulusal,2000,2500000
Ole Martin Arst,2000,2500000
Feliciano Magro,2000,2500000
Jean-François Gillet,2000,2500000
Dimitar Berbatov,2000,2500000
Cédric Roussel,2000,2400000
Per Frandsen,2000,2400000
Luciano,2000,2330000
Edgaras Jankauskas,2000,2300000
Alan Mahon,2000,2300000
Gustavo Nery,2000,2300000
Ciriaco Sforza,2000,2300000
David Hopkin,2000,2250000
Paul Robinson,2000,2250000
Karel Poborsky,2000,2250000
Rab Douglas,2000,2250000
Erman Güracar,2000,2250000
Trevor Benjamin,2000,2250000
John Curtis,2000,2250000
Peter Lövenkrands,2000,2200000
Ivica Dragutinovic,2000,2200000
Francesc Arnau,2000,2100000
Bernt Haas,2000,2100000
Pascal Ojigwe,2000,2100000
Chris Makin,2000,2100000
Frank Verlaat,2000,2100000
Ashley Ward,2000,2100000
David Healy,2000,2000000
Georgi Peev,2000,2000000
Hervé Tum,2000,2000000
Goran Gavrancic,2000,2000000
Elvir Bolic,2000,2000000
Aleksandr Panov,2000,2000000
Marzouq Al-Otaibi,2000,2000000
Espen Baardsen,2000,2000000
Slavisa Jokanovic,2000,1900000
José Amavisca,2000,1900000
Ivica Banovic,2000,1900000
Tommy Berntsen,2000,1880000
Patricio Camps,2000,1850000
Brett Emerton,2000,1800000
Sergej Barbarez,2000,1800000
Radek Bejbl,2000,1800000
Robin Nelisse,2000,1800000
Yago Yao,2000,1800000
Zinédine Zidane,2001,77500000
Gianluigi Buffon,2001,52880000
Gaizka Mendieta,2001,48000000
Juan Sebastián Verón,2001,42600000
Rui Costa,2001,42000000
Lilian Thuram,2001,41500000
Pavel Nedved,2001,38700000
Filippo Inzaghi,2001,37000000
Javier Saviola,2001,35900000
Ruud van Nistelrooy,2001,28500000
Antonio Cassano,2001,28500000
Hidetoshi Nakata,2001,28400000
Francesco Toldo,2001,26500000
Jaap Stam,2001,25750000
Márcio Amoroso,2001,25500000
Stefano Fiore,2001,25000000
Marcelo Salas,2001,25000000
Geovanni,2001,21000000
Andrea Pirlo,2001,18000000
Sérgio Conceição,2001,18000000
Robbie Keane,2001,18000000
Sergio,2001,17900000
Steve Marlet,2001,17600000
Philippe Christanval,2001,17000000
Evanilson,2001,17000000
Robbie Fowler,2001,16800000
Frank Lampard,2001,16000000
Javi Moreno,2001,16000000
Luca Toni,2001,15500000
Cristian Zenoni,2001,15500000
Darko Kovacevic,2001,15000000
Michalis Konstantinou,2001,15000000
Massimo Donati,2001,15000000
Laurent Robert,2001,14330000
Ivan Pelizzoli,2001,14000000
Giovanni van Bronckhorst,2001,13500000
Adriano,2001,13190000
Mohamed Kallon,2001,13000000
Goran Drulic,2001,13000000
Andy Cole,2001,12200000
Dean Richards,2001,12150000
Simão,2001,12000000
Éric Carrière,2001,12000000
Daniel Van Buyten,2001,11500000
Seth Johnson,2001,11500000
Emmanuel Petit,2001,11500000
Juan Carlos Valerón,2001,11000000
Cristiano Zanetti,2001,11000000
Diego Forlán,2001,11000000
Mario Turdó,2001,10820000
Salva Ballesta,2001,10800000
Corrado Grabbi,2001,10700000
Jan Koller,2001,10500000
Marco Materazzi,2001,10500000
Edwin van der Sar,2001,10300000
Martin Djetou,2001,9750000
Gareth Southgate,2001,9750000
Michael Ball,2001,9750000
Hugo Leal,2001,9500000
William Gallas,2001,9300000
Martin Laursen,2001,9300000
Craig Bellamy,2001,9000000
John Hartson,2001,9000000
Fábio Rochemback,2001,9000000
Lucas Bernardi,2001,9000000
Richard Wright,2001,9000000
Péguy Luyindula,2001,8800000
Edú Gaspar,2001,8750000
Flavio Roma,2001,8500000
Jan Vennegoor of Hesselink,2001,8400000
Tomás Repka,2001,8250000
Chris Kirkland,2001,8200000
Claudio Pizarro,2001,8200000
Alex,2001,8000000
Darko Kovacevic,2001,8000000
Boudewijn Zenden,2001,8000000
Patrik Andersson,2001,8000000
Bosko Balaban,2001,7800000
Hugo Ibarra,2001,7800000
Zlatan Ibrahimovic,2001,7800000
Jermaine Jenas,2001,7500000
Fernando Meira,2001,7500000
Jason Euell,2001,7500000
Giuliano Giannichedda,2001,7500000
Robert Kovac,2001,7500000
Jon Macken,2001,7500000
Frédéric Née,2001,7500000
Don Hutchison,2001,7500000
Lee Hughes,2001,7500000
Peter Crouch,2001,7500000
Jerzy Dudek,2001,7400000
Ewerthon,2001,7100000
Marcelinho Paraíba,2001,7000000
Javier Chevantón,2001,7000000
Cosmin Contra,2001,7000000
Camel Meriem,2001,7000000
Jesper Blomqvist,2001,7000000
Nelson Vivas,2001,7000000
Milan Baros,2001,7000000
Olof Mellberg,2001,6800000
Szilard Nemeth,2001,6750000
Tomasz Radzinski,2001,6750000
Claudio Reyna,2001,6700000
Steed Malbranque,2001,6600000
Christian Ziege,2001,6500000
Joan Capdevila,2001,6400000
Matteo Sereni,2001,6250000
Bart Goor,2001,6250000
John Arne Riise,2001,6100000
Alex,2001,6000000
Luke Young,2001,6000000
Rory Delap,2001,6000000
Goran Bunjevcevic,2001,6000000
Antonio Guayre,2001,6000000
Gonzalo Sorondo,2001,6000000
Zoltan Sebescen,2001,6000000
Lamberto Zauli,2001,6000000
Agustín Delgado,2001,5750000
Joey Gudjónsson,2001,5630000
Bernardo Romeo,2001,5620000
Paulo Wanchope,2001,5600000
Didier Domi,2001,5580000
Niko Kovac,2001,5500000
Shinji Ono,2001,5500000
Marius Niculae,2001,5300000
Sylvain Legwinski,2001,5250000
Jon Harley,2001,5250000
Nicolás Medina,2001,5250000
Ronaldinho,2001,5100000
Victor Agali,2001,5100000
Nihat Kahveci,2001,5000000
César,2001,5000000
Christian Panucci,2001,5000000
Ezequiel González,2001,5000000
Mantorras,2001,5000000
Eduardo Costa,2001,5000000
Ümit Davala,2001,5000000
Sander Westerveld,2001,5000000
Lilian Laslandes,2001,5000000
João Tomás,2001,5000000
Delfim,2001,5000000
Jörg Albertz,2001,5000000
David James,2001,4800000
Aníbal Matellán,2001,4800000
Jérôme Rothen,2001,4500000
Shota Arveladze,2001,4500000
Marcus Bent,2001,4500000
Jardel,2001,4500000
Patrick M'Boma,2001,4500000
Matthew Jones,2001,4500000
James Scowcroft,2001,4500000
Kenny Miller,2001,4500000
Jacek Bak,2001,4300000
Mido,2001,4200000
Pablo Contreras,2001,4200000
Finidi George,2001,4200000
François Grenet,2001,4190000
Lincoln,2001,4000000
Brahim Hemdani,2001,4000000
Mustapha Hadji,2001,4000000
Alberto Gilardino,2001,3870000
Mario Yepes,2001,3800000
Sylvinho,2001,3800000
John de Jong,2001,3800000
Toifilou Maoulida,2001,3800000
Tobias Linderoth,2001,3750000
Ilhan Mansiz,2001,3750000
Ian Walker,2001,3750000
Gabriel Heinze,2001,3500000
Maxwell,2001,3500000
Vitali Kutuzov,2001,3500000
Yksel Osmanovski,2001,3500000
Jorge Bermúdez,2001,3500000
Gustavo Poyet,2001,3400000
Abdeslam Ouaddou,2001,3300000
Stelios Venetidis,2001,3300000
Jihai Sun,2001,3260000
Martin Petrov,2001,3250000
Yildiray Bastürk,2001,3250000
Sebastian Kehl,2001,3200000
Olivier Monterrubio,2001,3000000
Diego Klimowicz,2001,3000000
Christian Giménez,2001,3000000
Ahmed Hassan,2001,3000000
Olivier Sorlin,2001,3000000
Rolan Gusev,2001,3000000
Nils-Eric Johansson,2001,3000000
Mark Kennedy,2001,3000000
Christian Nerlinger,2001,3000000
Hakan Ünsal,2001,3000000
Christian Karembeu,2001,3000000
Alberto Fontana,2001,3000000
Jason McAteer,2001,3000000
Marco Reich,2001,3000000
Roy Carroll,2001,3000000
Jonathan Greening,2001,3000000
Zizi Roberts,2001,2900000
Miroslav Karhan,2001,2750000
Francisco Rojas,2001,2660000
Colin Cameron,2001,2650000
Brett Ormerod,2001,2650000
Tiago,2001,2500000
Ümit Karan,2001,2500000
Ali Karimi,2001,2500000
Daniel Andersson,2001,2500000
Fatih Akyel,2001,2500000
Pierre van Hooijdonk,2001,2500000
Vladimir Janocko,2001,2500000
Luigi Sala,2001,2500000
Pascal Nouma,2001,2500000
Jurgen Cavens,2001,2500000
Peter Thorne,2001,2500000
Daniel Rossi,2001,2500000
Dennis Wise,2001,2400000
Luís Boa Morte,2001,2300000
Mark Wilson,2001,2300000
Joonas Kolkka,2001,2300000
Bruno Basto,2001,2280000
Mehdi Mahdavikia,2001,2250000
Mate Bilic,2001,2250000
Lucién Mettomo,2001,2250000
Markus Weissenberger,2001,2250000
Nathan Blake,2001,2250000
Thomas Hengen,2001,2250000
Edwin Zoetebier,2001,2250000
Christian Negouai,2001,2250000
Denis Lapaczinski,2001,2250000
Mark Draper,2001,2250000
Peter Crouch,2001,2250000
Danny Dichio,2001,2240000
Joachim Björklund,2001,2230000
Fredrik Berglund,2001,2200000
Pieter Collen,2001,2200000
Yann Lachuer,2001,2000000
Nenad Jestrovic,2001,2000000
Mbo Mpenza,2001,2000000
Andrés Fleurquín,2001,2000000
Johan Walem,2001,2000000
Yobanny Rivero,2001,2000000
Claudio Taffarel,2001,2000000
Marc Wilmots,2001,2000000
Gheorghe Popescu,2001,2000000
Winston Parks,2001,2000000
Tugay Kerimoglu,2001,1950000
Ulrich Le Pen,2001,1950000
Papa Bouba Diop,2001,1800000
Nathan Ellington,2001,1800000
Adékambi Olufadé,2001,1800000
John Aloisi,2001,1800000
Thomas Gaardsöe,2001,1800000
Rio Ferdinand,2002,46000000
Ronaldo,2002,45000000
Hernán Crespo,2002,36000000
Alessandro Nesta,2002,30500000
Fabio Cannavaro,2002,23000000
Clarence Seedorf,2002,22500000
Francesco Coco,2002,22500000
Matías Almeyda,2002,22100000
Marco Di Vaio,2002,21000000
Nicolas Anelka,2002,15000000
Albert Luque,2002,15000000
El-Hadji Diouf,2002,15000000
Adriano,2002,14500000
Jonathan Woodgate,2002,13500000
Jorge Andrade,2002,13000000
Javi Moreno,2002,13000000
Hugo Viana,2002,12750000
Massimo Maccarone,2002,12380000
Alberto Gilardino,2002,12000000
Martin Laursen,2002,11000000
Tore André Flo,2002,11000000
Roberto Acuña,2002,11000000
André Luiz,2002,11000000
Robbie Keane,2002,10500000
Adrian Mutu,2002,10000000
Juan Riquelme,2002,10000000
Bernardo Corradi,2002,10000000
Robbie Fowler,2002,9800000
Zé Roberto,2002,9500000
Sebastian Deisler,2002,9000000
Jean-Claude Darcheville,2002,9000000
Lee Hughes,2002,9000000
Mauro Germán Camoranesi,2002,8500000
Torsten Frings,2002,8500000
França,2002,8500000
Mikel Arteta,2002,7900000
Ricardinho,2002,7800000
Fabrizio Miccoli,2002,7500000
Salif Diao,2002,7500000
Matías Vuoso,2002,7500000
Christian Poulsen,2002,7000000
Mark Bresciano,2002,7000000
Gilberto Silva,2002,6900000
George Boateng,2002,6900000
Juninho Paulista,2002,6900000
Titus Bramble,2002,6800000
Bruno Cheyrou,2002,6500000
Ariel Ortega,2002,6500000
Émerson,2002,6500000
Jan Simak,2002,6500000
Clinton Morrison,2002,6380000
Frank Rost,2002,6250000
Rubén Olivera,2002,6240000
Michael Ballack,2002,6000000
Sylvain Distin,2002,6000000
Maxi Rodríguez,2002,6000000
Ariza Makukula,2002,5500000
Richard Wright,2002,5500000
Leandro Bonfim,2002,5500000
Gary Rowett,2002,5250000
Matt Piper,2002,5250000
Michael Ricketts,2002,5250000
Ji-seong Park,2002,5000000
Ariel Ortega,2002,5000000
Dario Simic,2002,5000000
Matteo Brighi,2002,5000000
Petr Cech,2002,5000000
Marcus Stewart,2002,4880000
Carlos Paredes,2002,4800000
Stephen Appiah,2002,4550000
Emiliano Bonazzoli,2002,4500000
Stephen Wright,2002,4500000
David Sommeil,2002,4500000
Faryd Mondragón,2002,4500000
Diogo Rincón,2002,4500000
Nick Barmby,2002,4500000
Victor Sikora,2002,4350000
Fabio Bazzani,2002,4300000
Michael Lamey,2002,4300000
Arjen Robben,2002,4300000
Daniel Bierofka,2002,4200000
Georgi Ivanov,2002,4100000
Patrice Evra,2002,4100000
Bernardo Corradi,2002,4000000
Cristian Ledesma,2002,4000000
Darío Rodríguez,2002,4000000
Chong-gug Song,2002,4000000
Mahamadou Diarra,2002,3900000
Pascal Cygan,2002,3830000
Franck Queudrue,2002,3750000
David Prutton,2002,3750000
Mart Poom,2002,3750000
Pascal Nouma,2002,3730000
Marek Jankulovski,2002,3500000
Dwight Yorke,2002,3500000
Dagui Bakari,2002,3500000
Juan,2002,3500000
Luís Fabiano,2002,3500000
Jason Koumas,2002,3450000
Jiri Stajner,2002,3100000
Jiri Jarosik,2002,3000000
Dmitri Sychev,2002,3000000
Angelos Charisteas,2002,3000000
Cosmin Contra,2002,3000000
Antti Niemi,2002,3000000
Rodrigo Fabri,2002,3000000
Federico Insúa,2002,3000000
Michael Svensson,2002,3000000
Marcus Allbäck,2002,3000000
Grigoris Georgatos,2002,3000000
Nuno Espírito Santo,2002,3000000
Facundo Sava,2002,3000000
Remco van der Schaaf,2002,3000000
Souza,2002,3000000
Richard Dutruel,2002,2900000
Lee Carsley,2002,2850000
Ali Lukunku,2002,2800000
Samuele Dalla Bona,2002,2700000
Ulises de la Cruz,2002,2700000
Morten Skoubo,2002,2700000
David Villa,2002,2700000
Gabriel Loeschbor,2002,2610000
Manuel Friedrich,2002,2500000
Sasa Bjelanovic,2002,2500000
Vladimir Manchev,2002,2500000
Hervé Nzelo-Lembi,2002,2500000
Federico Giunti,2002,2500000
Carsten Jancker,2002,2500000
Mario Frick,2002,2500000
Sean Gregan,2002,2500000
Anthony Le Tallec,2002,2500000
Edgaras Jankauskas,2002,2400000
David Thompson,2002,2250000
Danny Higginbotham,2002,2250000
Aliou Cissé,2002,2250000
Ulrik Laursen,2002,2250000
Magnus Hedman,2002,2250000
Clayton Zane,2002,2250000
Ricardo,2002,2230000
Chris Riggott,2002,2230000
Stefan Postma,2002,2230000
Rade Prica,2002,2200000
Christoph Preuß,2002,2200000
Paulo Ferreira,2002,2000000
Olivier Thomert,2002,2000000
Ümit Davala,2002,2000000
Gustavo Varela,2002,2000000
Hanno Balitsch,2002,2000000
René-Salomon Olembé,2002,2000000
Kemal Aslan,2002,2000000
Julio Hernán Rossi,2002,2000000
Boris Smiljanic,2002,2000000
Sixto Peralta,2002,2000000
Aleksandar Rankovic,2002,2000000
Sergio Hellings,2002,2000000
Mazhar Abdelrahman,2002,2000000
Matthew Clarke,2002,2000000
Shunsuke Nakamura,2002,2000000
Danny,2002,2000000
Luis Jiménez,2002,2000000
Robbie Savage,2002,1880000
Espen Baardsen,2002,1880000
Jamie Clapham,2002,1850000
Arne Friedrich,2002,1800000
Christian,2002,1800000
Sigurd Rushfeldt,2002,1800000
Winston Parks,2002,1800000
Hüseyin Cimsir,2002,1700000
Juan Fernández,2002,1650000
Massimo Oddo,2002,1500000
Alex Frei,2002,1500000
Clemens Fritz,2002,1500000
Marco Caneira,2002,1500000
Riadh Bouazizi,2002,1500000
Adrian Ilie,2002,1500000
Vladislav Radimov,2002,1500000
Cyril Jeunechamp,2002,1500000
Washington,2002,1500000
Andy Todd,2002,1500000
Darren Ambrose,2002,1500000
Nicolás Pavlovich,2002,1500000
Sebastián Pardo,2002,1500000
Cyril Domoraud,2002,1500000
David Fernández,2002,1500000
Matthew Upson,2002,1400000
Blaise Nkufo,2002,1400000
Kevin Vandenbergh,2002,1400000
Bill Tchato,2002,1400000
Diego Crosa,2002,1400000
Stephen Clemence,2002,1350000
Alexander Manninger,2002,1320000
Chengying Wu,2002,1300000
Hannu Tihinen,2002,1300000
Jiayi Shao,2002,1300000
Ognjen Koroman,2002,1250000
Aleksandar Mitreski,2002,1250000
Marco Ferreira,2002,1230000
Cristian Traverso,2002,1200000
Hermann Hreidarsson,2002,1200000
Michal Zewlakow,2002,1200000
Zafer Demiray,2002,1200000
Hakan Ünsal,2002,1200000
Radoslaw Kaluzny,2002,1200000
Edvin Murati,2002,1200000
Heriberto Morales,2002,1150000
Andy Johnson,2002,1150000
Mark Kinsella,2002,1150000
Tony Dinning,2002,1130000
François Grenet,2002,1120000
Stepan Vachousek,2002,1100000
Seyfo Soley,2002,1100000
Guilherme Alves,2002,1100000
Lee Marshall,2002,1050000
Ivica Olic,2002,1000000
Brandão,2002,1000000
Kanga Akalé,2002,1000000
Pablo Thiam,2002,1000000
Philippe Brunel,2002,1000000
Ümit Bozkurt,2002,1000000
César Peixoto,2002,1000000
Tamer Tuna,2002,1000000
Christian Timm,2002,1000000
Éder Gaúcho,2002,1000000
Jorge Acuña,2002,1000000
Victor Ikpeba,2002,1000000
Alex Yi,2002,1000000
Mauricio Aros,2002,1000000
Thomas Thorninger,2002,1000000
Mert Nobre,2002,1000000
Filipe Teixeira,2002,1000000
Moubarak Boussoufa,2002,1000000
Mikkel Bischoff,2002,950000
Martijn Meerdink,2002,950000
Frédson,2002,950000
Yuning Zhang,2002,950000
Marco Storari,2002,950000
Kléber Pereira,2002,900000
Sebastián Cejas,2002,900000
Apostolos Liolidis,2002,900000
Chris Barker,2002,900000
Diego,2002,900000
Georgios Kyriazis,2002,900000
Cata Díaz,2002,850000
Rémo Meyer,2002,825000
David Beckham,2003,37500000
Ronaldinho,2003,32250000
Hernán Crespo,2003,26000000
Damien Duff,2003,24500000
Adriano,2003,23400000
Juan Sebastián Verón,2003,21500000
Sébastien Frey,2003,21000000
Claude Makélélé,2003,20000000
José Antonio Reyes,2003,20000000
Roy Makaay,2003,19750000
Adrian Mutu,2003,19000000
Cristiano Ronaldo,2003,19000000
Cristian Chivu,2003,18000000
Louis Saha,2003,17500000
Geovanni,2003,15000000
Evanilson,2003,15000000
Scott Parker,2003,14000000
Andy van der Meyde,2003,12000000
Michael Essien,2003,11700000
Pauleta,2003,11000000
Wayne Bridge,2003,10500000
Jermain Defoe,2003,10500000
Harry Kewell,2003,10000000
Juan Riquelme,2003,10000000
Njitap Geremi,2003,10000000
Reinaldo,2003,10000000
Joe Cole,2003,9900000
Barry Ferguson,2003,9750000
Julio Cruz,2003,9500000
Hélder Postiga,2003,9000000
José Mari,2003,9000000
Andrés D'Alessandro,2003,9000000
Ousmane Dabo,2003,8880000
Kléberson,2003,8600000
Glen Johnson,2003,8300000
Kaká,2003,8250000
David Dunn,2003,8250000
Stephen Appiah,2003,8000000
Nicola Legrottaglie,2003,7000000
Danko Lazovic,2003,7000000
Ricardo Quaresma,2003,6350000
Luca Toni,2003,6000000
Joseph Yobo,2003,6000000
Mido,2003,6000000
Wesley Sonck,2003,6000000
Branko Boskovic,2003,6000000
Didier Drogba,2003,6000000
Luciano Zauri,2003,5950000
Anthony Réveillère,2003,5600000
Aleksey Smertin,2003,5500000
Jerko Leko,2003,5500000
Frédéric Kanouté,2003,5250000
Rafael Márquez,2003,5250000
Steve Finnan,2003,5250000
Olivier Dacourt,2003,5250000
Martín Demichelis,2003,5000000
Albert Riera,2003,5000000
Ivica Olic,2003,5000000
Ariel Ibagaza,2003,5000000
Ciprian Marica,2003,5000000
Ilhan Mansiz,2003,5000000
Kevin Phillips,2003,4850000
Yakubu Aiyegbeni,2003,4750000
Zvonimir Vukic,2003,4700000
Amauri,2003,4500000
Dmitri Sychev,2003,4500000
Eric Djemba-Djemba,2003,4500000
Deivid,2003,4500000
Malcolm Christie,2003,4500000
Andrija Delibasic,2003,4500000
Daniel Carvalho,2003,4200000
Giovane Elber,2003,4200000
Dejan Stankovic,2003,4000000
Florent Malouda,2003,4000000
Bonaventure Kalou,2003,4000000
Igor Duljaj,2003,4000000
Chun-soo Lee,2003,4000000
Dudu Cearense,2003,3900000
Kim Källström,2003,3750000
Trevor Sinclair,2003,3750000
Claudio Reyna,2003,3750000
Luciano Figueroa,2003,3750000
Steven Reid,2003,3600000
Philippe Senderos,2003,3550000
Júlio Baptista,2003,3500000
Gabriel Milito,2003,3500000
Benni McCarthy,2003,3500000
Zdenek Grygera,2003,3500000
Jens Lehmann,2003,3500000
Ognjen Koroman,2003,3500000
Ahmet Dursun,2003,3500000
Collins John,2003,3500000
Gabriel Tamas,2003,3500000
Gavin McCann,2003,3380000
Danijel Ljuboja,2003,3300000
Liedson,2003,3200000
Jordi Hoogstrate,2003,3200000
Tim Howard,2003,3200000
Emmanuel Adebayor,2003,3200000
Cesc Fàbregas,2003,3200000
Ernesto Farías,2003,3150000
Kiki Musampa,2003,3000000
David Bellion,2003,3000000
Jérémie Bréchet,2003,3000000
Thomas Sörensen,2003,3000000
Modeste M'Bami,2003,3000000
Brett Emerton,2003,3000000
Carl Cort,2003,3000000
Marco Streller,2003,3000000
Roberto Nanni,2003,3000000
Vedin Music,2003,3000000
Simon Jentzsch,2003,2850000
Sebastián Battaglia,2003,2800000
David James,2003,2800000
Mauricio Pinilla,2003,2800000
Wálter Gaitán,2003,2700000
Andrea Gasbarroni,2003,2700000
Kily González,2003,2500000
Gustavo Munúa,2003,2500000
Zied Jaziri,2003,2500000
Osmar Ferreyra,2003,2500000
Hakan Yakin,2003,2500000
Stepan Vachousek,2003,2500000
Dejan Stefanovic,2003,2500000
Ianis Zicu,2003,2500000
Karel D'Haene,2003,2500000
Zisis Vryzas,2003,2500000
Thomas Christiansen,2003,2500000
Sixto Peralta,2003,2500000
Carlos Alberto,2003,2500000
Jan Lastuvka,2003,2500000
Marcelo Delgado,2003,2450000
Mbulelo Mabizela,2003,2300000
Eyal Berkovic,2003,2300000
Henri Camara,2003,2250000
Silas,2003,2250000
